,,使用,高度,移動類型,兵器類型,性能,編成數,耐久度,生產回合,生產計數,特殊能力,,,,,,,,,,,掃除地雷,掃除機雷,夜間減少率,索敵範圍,,,,,,迎擊範圍,,,,,,價格,搭載種類,,,,,,,,,,,,,,,,搭乘種類,搭載地點,回避力,,,,,,,補給,,,,,,,,,初期武裝套組,變形編號,武裝１,副屬,攻擊判定次數,裝填時間,武裝２,副屬,攻擊判定次數,裝填時間,武裝３,副屬,攻擊判定次數,裝填時間,武裝４,副屬,攻擊判定次數,裝填時間,武裝５,副屬,攻擊判定次數,裝填時間,武裝套組１,,,,,,高速移動力,ECM回避力,,武裝套組２,,,,,,高速移動力,ECM回避力,,武裝套組３,,,,,,高速移動力,ECM回避力,,武裝套組４,,,,,,高速移動力,ECM回避力,,圖像編號,兵器移動聲,地圖圖像,地圖圖像小,兵器別圖示
60,S-37金雕,○,高空,高空,戰鬥機,0,10,2,4,24,8,0,0,0,×,×,×,×,×,○,×,×,×,60,3,5,3,2,2,1,3,3,2,0,0,0,1000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,58,58,57,38,38,36,36,○,×,×,×,×,×,×,×,×,0,0,R-77,AA-12,1,10,R-73,AA-11,1,8,30mm機關砲,航空戰,2,6,,,,,,,,,4,1,3,0,0,13,17,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,1,247
61,Su-37,○,高空,高空,戰鬥機,0,10,2,3,18,0,0,0,0,×,×,×,×,×,○,×,×,×,70,4,5,4,2,2,1,3,3,3,0,0,0,960,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,56,56,55,38,38,36,36,○,×,×,×,×,×,×,×,×,0,0,R-77,AA-12,1,10,R-73,AA-11,1,8,1000lbs炸彈,攻擊_2,1,16,Kh-59M,ASM,1,25,30mm機關砲,航空戰,2,6,3,1,0,0,3,13,17,0,100,0,2,3,0,3,12,16,0,90,0,2,0,2,3,12,16,10,90,0,0,0,0,0,0,0,0,0,61,0,1,1,248
62,Su-35,○,高空,高空,戰鬥機,0,10,2,3,12,0,0,0,0,×,×,×,×,×,○,×,×,×,70,3,5,3,2,2,1,3,3,2,0,0,0,850,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,52,52,53,38,38,35,35,○,×,×,×,×,×,×,×,×,0,0,R-37,ARAAM,1,14,R-77,AA-12,1,10,R-73,AA-11,1,8,1000lbs炸彈,攻擊_2,1,16,30mm機關砲,航空戰,2,6,0,3,1,0,3,13,17,0,100,0,0,2,3,3,12,16,0,90,1,1,2,0,3,13,17,0,100,0,0,0,0,0,0,0,0,0,62,0,1,1,208
63,Su-33側衛,○,高空,高空,戰鬥機,0,10,2,3,10,0,0,0,0,×,×,×,×,×,○,×,×,×,60,3,5,3,2,2,1,3,3,2,0,0,0,800,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,艦載機,無,50,50,51,36,36,34,34,○,×,×,×,×,×,○,×,×,0,0,R-77,AA-12,1,10,R-73,AA-11,1,8,1000lbs炸彈,攻擊_2,1,16,Kh-59M,ASM,1,25,30mm機關砲,航空戰,2,6,3,1,0,0,3,13,17,0,90,0,1,3,0,3,12,16,0,80,0,1,0,2,3,12,16,10,80,0,0,0,0,0,0,0,0,0,63,0,1,1,209
65,Su-27SM側衛,○,高空,高空,戰鬥機,0,10,2,3,10,0,0,0,0,×,×,×,×,×,○,×,×,×,70,4,5,4,2,2,1,3,3,3,0,0,0,850,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,54,54,53,36,36,34,34,○,×,×,×,×,×,×,×,×,0,0,R-77,AA-12,1,10,R-73,AA-11,1,8,1000lbs炸彈,攻擊_2,1,16,30mm機關砲,航空戰,2,6,,,,,3,1,0,3,0,13,17,0,100,2,2,0,3,0,13,17,0,100,0,2,3,3,0,12,16,0,90,0,0,0,0,0,0,0,0,0,65,0,1,1,105
67,Su-27側衛,○,高空,高空,戰鬥機,0,10,2,3,8,0,0,0,0,×,×,×,×,×,○,×,×,×,60,3,5,3,2,2,1,2,2,2,0,0,0,600,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,50,50,51,36,36,34,34,○,×,×,×,×,×,×,×,×,0,0,R-27,AA-10,1,10,R-73,AA-11,1,8,30mm機關砲,航空戰,2,6,,,,,,,,,3,1,3,0,0,13,17,0,100,2,2,3,0,0,13,17,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,1,1,105
68,殲擊11型,○,高空,高空,戰鬥機,0,10,2,3,10,0,0,0,0,×,×,×,×,×,○,×,×,×,60,3,5,3,2,2,1,2,2,2,0,0,0,600,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,50,50,51,36,36,34,34,○,×,×,×,×,×,×,×,×,0,0,R-27,AA-10,1,10,霹靂7,IRAAM,1,8,500lbs炸彈,攻擊_1,1,15,30mm機關砲,航空戰,2,6,,,,,2,2,0,3,0,13,17,0,100,0,1,3,3,0,12,16,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,1,1,230
72,Su-15酒壺,○,高空,高空,戰鬥機,0,10,2,3,6,0,0,0,0,×,×,×,×,×,○,×,×,×,40,2,4,3,2,2,1,0,2,0,0,0,0,320,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,35,35,40,28,28,32,32,○,×,×,×,×,×,×,×,×,0,0,R-98,AA-3,1,10,R-60,AA-8,1,8,23mm機關砲,航空戰B,2,6,,,,,,,,,1,1,3,0,0,13,17,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,1,249
75,MAPO MiG-1.44,○,高空,高空,戰鬥機,0,10,2,3,12,6,0,0,0,×,×,×,×,×,○,×,×,×,70,4,5,4,2,2,1,4,4,3,0,0,0,900,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,48,48,53,36,36,35,35,○,×,×,×,×,×,×,×,×,0,0,R-37,ARAAM,1,14,R-77,AA-12,1,10,R-73,AA-11,1,8,30mm機關砲,航空戰,2,6,,,,,2,1,2,3,0,13,18,0,90,2,0,3,3,0,13,18,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,1,1,250
77,MiG-31獵狐犬,○,高空,高空,戰鬥機,0,10,2,3,10,0,0,0,0,×,×,×,×,×,○,×,×,×,70,4,6,4,2,2,1,4,4,3,0,0,0,700,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,42,42,45,34,34,32,32,○,×,×,×,×,×,×,×,×,0,0,R-33,AA-9,1,15,R-40,AA-6,1,10,R-60,AA-8,1,8,23mm機關砲,航空戰,2,6,,,,,2,0,2,3,0,13,18,0,80,2,1,1,3,0,13,18,0,80,4,0,0,3,0,12,17,0,80,0,0,0,0,0,0,0,0,0,77,0,1,1,106
79,MiG-29OVT 支點,○,高空,高空,戰鬥機,0,10,2,3,12,0,0,0,0,×,×,×,×,×,○,×,×,×,70,3,5,4,2,2,1,3,4,3,0,0,0,780,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,46,46,54,37,37,35,35,○,×,×,×,×,×,×,×,×,0,0,R-37,ARAAM,1,14,R-77,AA-12,1,10,R-73,AA-11,1,8,1000lbs炸彈,攻擊_2,1,16,30mm機關砲,航空戰,2,6,0,1,2,0,3,13,17,0,75,0,0,1,3,3,12,16,0,55,1,0,2,0,3,13,17,0,65,0,0,0,0,0,0,0,0,0,79,0,1,1,210
80,MiG-29SMT支點,○,高空,高空,戰鬥機,0,10,2,3,10,0,0,0,0,×,×,×,×,×,○,×,×,×,60,3,4,3,2,2,1,3,4,3,0,0,0,620,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,39,39,46,35,35,35,35,○,×,×,×,×,×,×,×,×,0,0,R-37,ARAAM,1,14,R-77,AA-12,1,10,R-73,AA-11,1,8,1000lbs炸彈,攻擊_2,1,16,30mm機關砲,航空戰,2,6,0,1,2,0,3,13,17,0,90,0,0,1,3,3,12,16,0,70,1,0,2,0,3,13,17,0,80,0,0,0,0,0,0,0,0,0,80,0,1,1,210
83,MiG-29S 支點,○,高空,高空,戰鬥機,0,10,2,3,8,0,0,0,0,×,×,×,×,×,○,×,×,×,60,3,4,3,2,2,1,2,2,0,0,0,0,550,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,38,38,44,34,34,34,34,○,×,×,×,×,×,×,×,×,0,0,R-77,AA-12,1,10,R-73,AA-11,1,8,1000lbs炸彈,攻擊_3,1,16,30mm機關砲,航空戰,2,6,,,,,1,2,0,3,0,13,17,0,75,0,1,3,3,0,12,16,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1,1,211
81,MiG-29 支點,○,高空,高空,戰鬥機,0,10,2,3,8,0,0,0,0,×,×,×,×,×,○,×,×,×,60,3,4,3,2,2,1,2,2,0,0,0,0,500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,38,38,43,34,34,34,34,○,×,×,×,×,×,×,×,×,0,0,R-27,AA-10,1,10,R-73,AA-11,1,8,1000lbs炸彈,攻擊_3,1,16,30mm機關砲,航空戰,2,6,,,,,1,2,0,3,0,13,17,0,70,0,1,3,3,0,12,16,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1,1,211
82,MiG-29K,○,高空,高空,戰鬥機,0,10,2,3,10,0,0,0,0,×,×,×,×,×,○,×,×,×,60,3,4,3,2,2,1,3,3,2,0,0,0,580,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,艦載機,無,38,38,43,34,34,35,35,○,×,×,×,×,×,○,×,×,0,0,R-77,AA-12,1,10,R-73,AA-11,1,8,1000lbs炸彈,攻擊_3,1,16,Kh-59M,ASM,1,25,30mm機關砲,航空戰,2,6,1,2,0,0,3,13,17,0,70,0,1,2,0,3,12,16,0,60,0,1,0,1,3,12,16,10,60,1,1,0,0,3,13,17,0,80,82,0,1,1,212
86,MiG-25狐蝠,○,超高空,超高空,戰鬥機,0,10,2,3,8,0,0,0,0,×,×,×,×,×,○,×,×,×,50,3,5,3,2,2,1,3,3,0,0,0,0,550,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,41,41,98,50,50,46,46,○,×,×,×,×,×,×,×,×,0,0,R-40,AA-6,1,10,R-23,AA-7,1,10,R-60,AA-8,1,8,,,,,,,,,2,1,1,0,0,14,20,0,70,0,2,1,0,0,14,20,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,1,1,107
89,MiG-23MF鞭撻者,○,高空,高空,戰鬥機,0,10,2,3,6,0,0,0,0,×,×,×,×,×,○,×,×,×,40,2,3,3,2,2,1,2,2,0,0,0,0,400,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,36,36,39,33,33,33,33,○,×,×,×,×,×,×,×,×,0,0,R-27,AA-10,1,10,R-60,AA-8,1,8,500lbs炸彈,攻擊_1,1,15,對地火箭,攻擊_3,1,10,23mm機關砲,航空戰B,2,6,1,2,0,0,3,13,17,0,65,0,1,2,0,3,12,16,0,60,0,1,0,3,3,12,16,0,60,0,0,0,0,0,0,0,0,0,89,0,1,1,213
90,MiG-21-93,○,高空,高空,戰鬥機,0,10,2,3,8,0,0,0,0,×,×,×,×,×,○,×,×,×,60,3,5,3,2,2,1,3,3,0,0,0,0,480,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,35,35,36,31,31,32,32,○,×,×,×,×,×,×,×,×,0,0,R-77,AA-12,1,10,R-73,AA-11,1,8,導引炸彈,航空D,1,20,對地火箭,攻擊_3,1,10,23mm機關砲,航空戰B,2,6,1,1,0,0,3,13,17,0,50,0,1,1,0,3,12,16,0,50,0,1,0,2,3,13,17,0,50,0,0,0,0,0,0,0,0,0,90,0,1,1,214
92,MiG-21魚床,○,高空,高空,戰鬥機,0,10,2,3,6,0,0,0,0,×,×,×,×,×,○,×,×,×,40,2,3,3,2,2,1,0,0,0,0,0,0,350,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,35,35,36,31,31,32,32,○,×,×,×,×,×,×,×,×,0,0,R-13,AA-2‧D,1,8,500lbs炸彈,攻擊_2,1,15,對地火箭,攻擊_3,1,10,23mm機關砲,航空戰B,2,6,,,,,2,0,0,3,0,13,17,0,50,0,1,0,3,0,13,17,0,50,0,0,2,3,0,13,17,0,50,0,0,0,0,0,0,0,0,0,92,0,1,1,214
94,MiG-19農夫,○,高空,高空,戰鬥機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,30,1,3,3,2,2,1,0,0,0,0,0,0,280,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,34,34,38,27,27,30,30,○,×,×,×,×,×,×,×,×,0,0,K-5,AA-1,1,8,對地火箭,攻擊_3,1,10,30mm機關砲,航空戰D,2,6,,,,,,,,,1,0,3,0,0,11,14,0,45,0,2,3,0,0,11,14,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,1,1,215
96,MiG-17新銳,○,高空,高空,戰鬥機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,30,1,3,2,2,2,1,0,0,0,0,0,0,200,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,33,33,39,24,24,28,28,○,×,×,×,×,×,×,×,×,0,0,500lbs炸彈,攻擊_2,1,15,對地火箭,攻擊_3,1,10,23mm機關砲,航空戰B,2,6,,,,,,,,,0,0,4,0,0,10,12,0,45,1,0,4,0,0,9,11,0,35,0,2,4,0,0,10,12,0,40,0,0,0,0,0,0,0,0,0,96,0,1,1,216
98,MiG-15低音管,○,高空,高空,戰鬥機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,30,1,3,2,2,2,1,0,0,0,0,0,0,160,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,31,31,39,23,23,27,27,○,×,×,×,×,×,×,×,×,0,0,500lbs炸彈,攻擊_2,1,15,對地火箭,攻擊_3,1,10,37mm機關砲,航空戰,2,8,23mm機關砲,航空戰B,2,6,,,,,0,0,2,3,0,9,11,0,40,1,0,2,3,0,8,10,0,30,0,2,2,3,0,9,11,0,35,0,0,0,0,0,0,0,0,0,98,0,1,1,217
4978,颱風J,○,高空,高空,戰鬥機,0,10,2,3,12,0,0,0,0,×,×,×,×,×,○,×,×,×,60,4,5,4,2,2,1,3,3,3,0,0,0,720,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,40,40,48,35,35,34,34,○,×,×,×,×,×,×,×,×,0,0,AAM-4,ARAAM,1,10,AAM-5,IRAAM,1,8,導引炸彈,航空C,1,20,27mm機關砲,航空戰,2,6,,,,,3,1,0,3,0,13,17,0,80,1,1,2,3,0,12,16,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4978,0,1,1,218
102,颱風,○,高空,高空,戰鬥機,0,10,2,3,12,0,0,0,0,×,×,×,×,×,○,×,×,×,60,4,5,4,2,2,1,3,3,3,0,0,0,600,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,40,40,48,35,35,34,34,○,×,×,×,×,×,×,×,×,0,0,AIM-120 AMRAAM,ARAAM,1,10,ASRAAM,IRAAM,1,8,導引炸彈,航空C,1,20,企鵝 Mk.3,ASM,1,25,27mm機關砲,航空戰,2,6,3,1,0,0,3,13,17,0,80,1,1,2,0,3,12,16,0,60,0,1,0,2,3,12,16,12,80,0,0,0,0,0,0,0,0,0,102,0,1,1,218
106,龍捲風F.3,○,高空,高空,戰鬥機,0,10,2,3,8,0,0,0,0,×,×,×,×,×,○,×,×,×,60,3,5,3,2,2,1,2,3,0,0,0,0,500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,39,39,45,32,32,35,35,○,×,×,×,×,×,×,×,×,0,0,天光,AAM,1,10,AIM-9L響尾蛇,IRAAM,1,8,27mm機關砲,航空戰,2,6,,,,,,,,,2,2,2,0,0,13,17,0,90,2,1,2,0,0,12,16,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,1,1,108
107,龍捲風ADV,○,高空,高空,戰鬥機,0,10,2,3,8,0,0,0,0,×,×,×,×,×,○,×,×,×,60,3,5,3,2,2,1,2,3,0,0,0,0,500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,39,39,45,32,32,35,35,○,×,×,×,×,×,×,×,×,0,0,天光,AAM,1,10,AIM-9L響尾蛇,IRAAM,1,8,27mm機關砲,航空戰,2,6,,,,,,,,,2,2,2,0,0,13,17,0,90,2,1,2,0,0,12,16,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,1,1,108
109,閃電,○,高空,高空,戰鬥機,0,10,2,3,8,0,0,0,0,×,×,×,×,×,○,×,×,×,40,2,4,3,2,2,1,0,0,0,0,0,0,320,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,36,36,40,31,31,34,34,○,×,×,×,×,×,×,×,×,0,0,紅頂草,IRAAM,1,8,1000lbs炸彈,攻擊_3,1,16,對地火箭,攻擊_3,1,10,30mm機關砲,航空戰C,2,6,,,,,1,0,0,3,0,13,17,0,55,1,1,0,3,0,12,16,0,50,1,0,2,3,0,12,16,0,50,0,0,0,0,0,0,0,0,0,109,0,1,1,251
113,獵人,○,高空,高空,戰鬥機,0,10,2,3,6,0,0,0,0,×,×,×,×,×,○,×,×,×,30,1,3,3,2,2,1,0,0,0,0,0,0,260,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,34,34,37,32,32,35,35,○,×,×,×,×,×,×,×,×,0,0,AIM-9B響尾蛇,IRAAM,1,8,1000lbs炸彈,攻擊_3,1,16,對地火箭,攻擊_2,1,10,30mm機關砲,航空戰C,2,6,,,,,2,0,0,3,0,10,12,0,55,0,1,0,3,0,9,11,0,50,0,0,3,3,0,9,11,0,50,0,0,0,0,0,0,0,0,0,113,0,1,1,252
118,疾風D,○,高空,高空,戰鬥機,0,10,2,3,12,8,0,0,0,×,×,×,×,×,○,×,×,×,60,4,5,4,2,2,1,3,3,2,0,0,0,600,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,40,40,46,35,35,34,34,○,×,×,×,×,×,×,×,×,0,0,MICA,ARAAM,1,10,R-550 魔術2,IRAAM,1,8,導引炸彈,航空C,1,20,1000lbs炸彈,攻擊_2,1,16,30mm機關砲,航空戰,2,6,3,1,0,0,3,13,17,0,100,0,1,2,0,3,12,16,0,80,0,1,0,3,3,12,16,0,70,0,0,0,0,0,0,0,0,0,118,0,1,1,220
119,疾風M,○,高空,高空,戰鬥機,0,10,2,3,12,8,0,0,0,×,×,×,×,×,○,×,×,×,60,4,5,4,2,2,1,3,3,2,0,0,0,640,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,艦載機,無,40,40,46,35,35,34,34,○,×,×,×,×,×,○,×,×,0,0,MICA,ARAAM,1,10,R-550 魔術2,IRAAM,1,8,導引炸彈,航空C,1,20,飛魚 AM39,ASM,1,25,30mm機關砲,航空戰,2,6,3,1,0,0,3,13,17,0,100,0,1,2,0,3,12,16,0,70,0,1,0,2,3,12,16,12,70,0,0,0,0,0,0,0,0,0,119,0,1,1,221
121,幻象4000,○,高空,高空,戰鬥機,0,10,2,3,12,0,0,0,0,×,×,×,×,×,○,×,×,×,50,4,5,4,2,2,1,2,2,0,0,0,0,580,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,39,39,44,34,34,34,34,○,×,×,×,×,×,×,×,×,0,0,超級530,AAM,1,10,R-550 魔術2,IRAAM,1,8,導引炸彈,航空C,1,20,飛魚 AM39,ASM,1,25,30mm機關砲,航空戰,2,6,2,1,0,0,3,13,17,0,70,0,1,2,0,3,12,16,0,60,0,1,0,1,3,12,16,8,60,0,0,0,0,0,0,0,0,0,121,0,1,1,253
124,幻象2000-5,○,高空,高空,戰鬥機,0,10,2,3,10,0,0,0,0,×,×,×,×,×,○,×,×,×,60,3,4,3,2,2,1,2,2,0,0,0,0,500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,38,38,42,34,34,34,34,○,×,×,×,×,×,×,×,×,0,0,MICA,ARAAM,1,10,R-550 魔術2,IRAAM,1,8,導引炸彈,航空D,1,20,飛魚 AM39,ASM,1,25,30mm機關砲,航空戰,2,6,2,1,0,0,3,13,17,0,70,0,1,2,0,3,12,16,0,60,0,1,0,1,3,12,16,8,60,0,0,0,0,0,0,0,0,0,124,0,1,1,222
125,幻象2000,○,高空,高空,戰鬥機,0,10,2,3,10,0,0,0,0,×,×,×,×,×,○,×,×,×,50,3,4,3,2,2,1,2,2,0,0,0,0,420,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,38,38,42,34,34,34,34,○,×,×,×,×,×,×,×,×,0,0,超級530,AAM,1,10,R-550 魔術2,IRAAM,1,8,1000lbs炸彈,攻擊_2,1,20,AS-30,ASM,1,25,30mm機關砲,航空戰,2,6,2,1,0,0,3,13,17,0,70,0,1,2,0,3,12,16,0,60,0,1,0,1,3,12,16,8,60,0,0,0,0,0,0,0,0,0,125,0,1,1,222
128,幻象F-1CT,○,高空,高空,戰鬥機,0,10,2,3,8,0,0,0,0,×,×,×,×,×,○,×,×,×,40,2,3,3,2,2,1,2,2,0,0,0,0,360,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,36,36,43,31,31,32,32,○,×,×,×,×,×,×,×,×,0,0,超級530,AAM,1,10,R-550 魔術,IRAAM,1,8,500lbs炸彈,攻擊_1,1,15,對地火箭,攻擊_2,1,10,30mm機關砲,航空戰B,2,6,1,1,0,0,3,13,17,0,60,0,1,2,0,3,12,16,0,50,0,1,0,3,3,12,16,0,60,0,0,0,0,0,0,0,0,0,128,0,1,1,223
131,幻象Ⅲ,○,高空,高空,戰鬥機,0,10,2,3,8,0,0,0,0,×,×,×,×,×,○,×,×,×,40,2,3,3,2,2,1,2,2,0,0,0,0,320,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,34,34,40,30,30,32,32,○,×,×,×,×,×,×,×,×,0,0,R-530,AAM,1,10,R-550 魔術,IRAAM,1,8,1000lbs炸彈,攻擊_3,1,16,AS-30,ASM,1,25,30mm機關砲,航空戰C,2,6,1,1,0,0,3,13,17,0,60,0,0,2,0,3,12,16,0,50,0,1,0,1,3,12,16,8,60,0,0,0,0,0,0,0,0,0,131,0,1,1,254
133,匕首,○,高空,高空,戰鬥機,0,10,2,3,8,0,0,0,0,×,×,×,×,×,○,×,×,×,30,1,3,3,2,2,1,0,0,0,0,0,0,280,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,34,34,40,30,30,32,32,○,×,×,×,×,×,×,×,×,0,0,蜻蜓2,IRAAM,1,8,1000lbs炸彈,攻擊_2,1,16,對地火箭,攻擊_2,1,10,30mm機關砲,航空戰C,2,6,,,,,2,0,0,3,0,13,17,0,60,0,2,0,3,0,12,16,0,50,0,0,3,3,0,12,16,0,60,0,0,0,0,0,0,0,0,0,133,0,1,1,254
134,獵豹C,○,高空,高空,戰鬥機,0,10,2,3,8,0,0,0,0,×,×,×,×,×,○,×,×,×,50,2,4,3,2,2,1,2,3,2,0,0,0,420,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,38,38,42,34,34,34,34,○,×,×,×,×,×,×,×,×,0,0,V-4 R-Darter,ARAAM,1,10,V-3C Darter,IRAAM,1,8,1000lbs炸彈,攻擊_2,1,16,30mm機關砲,航空戰C,2,6,,,,,2,1,0,3,0,13,17,0,70,0,1,3,3,0,12,16,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,1,1,236
138,JAS-39獅鷲,○,高空,高空,戰鬥機,0,10,2,3,12,0,0,0,0,×,×,×,×,×,○,×,×,×,60,3,5,4,2,2,1,2,3,2,0,0,0,600,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,45,45,47,33,33,34,34,○,×,×,×,×,×,×,×,×,0,0,Rb.99,AIM-120,1,10,Rb.74,AIM-9L,1,8,導引炸彈,航空D,1,20,Rbs.15F,ASM,1,25,27mm機關砲,航空戰,2,6,3,1,0,0,3,13,17,0,80,0,1,2,0,3,12,16,0,70,0,1,0,1,3,12,16,12,80,0,0,0,0,0,0,0,0,0,138,0,1,1,225
139,JAS-39獅鷲,○,高空,高空,戰鬥機,0,10,2,3,12,0,0,0,0,×,×,×,×,×,○,×,×,×,60,3,5,4,2,2,1,2,3,2,0,0,0,580,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,45,45,47,33,33,34,34,○,×,×,×,×,×,×,×,×,0,0,V-4 R-Darter,ARAAM,1,10,U-Darter,IRAAM,1,8,導引炸彈,航空D,1,20,27mm機關砲,航空戰,2,6,,,,,3,1,0,3,0,13,17,0,80,0,1,2,3,0,12,16,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,1,1,235
140,JA-37獵雷,○,高空,高空,戰鬥機,0,10,2,3,8,0,0,0,0,×,×,×,×,×,○,×,×,×,50,2,5,3,2,2,1,2,2,0,0,0,0,400,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,38,38,43,33,33,34,34,○,×,×,×,×,×,×,×,×,0,0,Rb.71,天光,1,10,Rb.74,AIM-9L,1,8,對地火箭,攻擊_3,1,10,30mm機關砲,航空戰B,2,6,,,,,2,1,0,3,0,13,16,0,70,0,1,2,3,0,12,16,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,1,1,109
